transaction_id,settlement_date,usd_amount_received,fx_rate_applied,fees_deducted
TXN-2024-020394,2024-12-29,25.7674,129.2768,1.0584
TXN-2024-001668,2024-12-28,57.9315,130.3608,2.0392
TXN-2024-008777,2024-10-28,66.7885,15308.0958,2.2326
TXN-2024-001746,2024-12-22,132.1973,17.6595,4.4872
TXN-2024-000275,2024-12-30,34.016,130.9059,1.2885
TXN-2024-017615,2024-11-17,259.4451,4.9518,8.0576
TXN-2024-019613,2024-11-21,242.304,17.6469,8.0097
TXN-2024-023924,2024-11-21,125.7789,15616.8985,4.0655
TXN-2024-011535,2024-10-04,10.2323,15662.6667,0.6146
TXN-2024-018536,2024-11-06,146.1615,15450.4335,5.0384
TXN-2024-009674,2024-10-20,218.4671,4057.9426,5.9607
TXN-2024-010141,2024-10-04,230.4772,4000.3481,6.2686
TXN-2024-003771,2024-12-30,48.48,17.6065,1.6021
TXN-2024-015772,2024-12-16,49.3191,15656.2967,1.7819
TXN-2024-017793,2024-12-11,61.4661,130.3147,1.935
TXN-2024-004025,2024-11-05,85.3649,15727.1198,2.989
TXN-2024-000548,2024-11-13,44.5725,128.7988,1.6402
TXN-2024-013467,2024-12-26,274.7518,5.0749,9.2893
TXN-2024-023995,2024-12-03,54.9978,15340.2682,2.0175
TXN-2024-008770,2024-12-24,24.835,15517.5071,0.9958
TXN-2024-023005,2024-11-10,108.8536,17.4981,3.4443
TXN-2024-008565,2024-10-26,188.8133,17.3192,6.2985
TXN-2024-001065,2024-12-24,29.9786,131.2732,1.1277
TXN-2024-021284,2024-10-20,142.8581,5.0354,4.022
TXN-2024-007178,2024-11-28,187.4388,5.0692,6.2545
TXN-2024-014181,2024-12-17,171.7293,17.424,5.4378
TXN-2024-005908,2024-11-30,193.5115,4.9671,5.3208
TXN-2024-009334,2024-11-05,135.3936,4025.0081,4.6824
TXN-2024-011282,2024-10-15,26.4852,17.7221,1.0381
TXN-2024-001440,2024-12-01,30.2836,17.6539,1.1355
TXN-2024-007322,2024-10-23,149.7224,15413.6226,4.6216
TXN-2024-008537,2024-10-24,76.8482,17.3465,2.6041
TXN-2024-014439,2024-12-12,87.9886,4.9796,3.0729
TXN-2024-024521,2024-12-15,199.8013,4024.0058,5.4821
TXN-2024-017587,2024-11-19,182.7671,17.6476,5.5735
TXN-2024-010450,2024-11-28,19.487,17.4741,0.8814
TXN-2024-021578,2024-10-15,106.7255,15335.7195,3.4964
TXN-2024-009156,2024-11-08,147.0167,15510.9768,4.9613
TXN-2024-013444,2024-12-16,120.3942,4.971,3.9047
TXN-2024-020905,2024-10-31,237.5276,4018.661,6.4494
TXN-2024-012217,2024-11-20,62.8535,130.9787,1.9706
TXN-2024-021941,2024-12-17,173.4666,17.5383,5.4897
TXN-2024-014053,2024-12-18,171.6436,15416.0549,5.4353
TXN-2024-000712,2024-11-21,76.3082,17.3585,2.7292
TXN-2024-019444,2024-12-28,68.8455,15722.4492,2.4605
TXN-2024-001921,2024-10-31,57.9819,131.7381,1.8457
TXN-2024-023683,2024-11-08,279.6586,5.0732,8.3647
TXN-2024-000094,2024-10-30,94.4159,4.9314,3.2785
TXN-2024-020601,2024-10-06,66.2231,5.0111,2.3766
TXN-2024-018441,2024-10-14,107.5824,17.4034,3.7631
TXN-2024-004125,2024-11-19,6.4322,131.1616,0.4939
TXN-2024-003242,2024-11-04,49.6788,17.587,1.8473
TXN-2024-009679,2024-12-26,59.7271,4019.1949,1.8904
TXN-2024-001680,2024-12-29,65.3669,130.63,2.3675
TXN-2024-024468,2024-10-06,60.7578,17.7319,2.0589
TXN-2024-006080,2024-11-22,19.5826,129.3435,0.8845
TXN-2024-014177,2024-12-04,176.7459,3955.1192,5.9124
TXN-2024-022139,2024-11-29,146.5415,17.3215,5.051
TXN-2024-014704,2024-12-15,116.1042,17.5347,3.6532
TXN-2024-015829,2024-10-26,121.0149,5.0287,3.7947
TXN-2024-000595,2024-11-10,145.713,15669.0239,4.5061
TXN-2024-012535,2024-12-21,157.45,15724.2809,4.3962
TXN-2024-014826,2024-11-30,251.8506,4.9355,8.5323
TXN-2024-023391,2024-11-15,140.4645,17.3367,4.7517
TXN-2024-017736,2024-10-31,281.5041,3967.8106,9.5125
TXN-2024-024713,2024-10-29,57.7653,128.9199,2.0342
TXN-2024-022433,2024-12-20,177.3005,15697.6286,5.4161
TXN-2024-023838,2024-12-20,50.7334,17.5476,1.7701
TXN-2024-023480,2024-10-11,16.6404,131.5665,0.7904
TXN-2024-003025,2024-11-22,50.578,4046.1311,1.6558
TXN-2024-020563,2024-10-24,270.5901,17.7182,8.9146
TXN-2024-001116,2024-10-28,253.6133,17.4088,6.8619
TXN-2024-012805,2024-12-21,38.6846,15491.3643,1.3509
TXN-2024-016365,2024-10-06,95.4747,128.5088,3.0589
TXN-2024-010046,2024-11-25,34.9914,131.2563,1.3166
TXN-2024-016067,2024-12-02,243.4364,17.2933,8.046
TXN-2024-010989,2024-10-11,113.4751,15644.4795,3.9579
TXN-2024-001773,2024-11-26,169.7858,15359.8948,5.6897
TXN-2024-017669,2024-12-18,44.2023,5.0485,1.6291
TXN-2024-015663,2024-11-10,115.6455,17.3324,3.3242
TXN-2024-015421,2024-12-04,113.1824,17.7496,3.569
TXN-2024-007006,2024-12-16,49.008,130.1928,1.7204
TXN-2024-000812,2024-10-11,63.9708,129.8035,2.1514
TXN-2024-023232,2024-10-13,138.0644,17.5945,4.2858
TXN-2024-016849,2024-11-22,48.9054,128.1187,1.8233
TXN-2024-020918,2024-12-08,145.0805,4034.7956,4.4879
TXN-2024-010687,2024-12-12,223.7866,3958.8951,7.4173
TXN-2024-022146,2024-11-03,306.8836,4050.5255,8.2278
TXN-2024-008037,2024-12-16,20.9568,128.7507,0.9349
TXN-2024-005860,2024-11-17,174.8193,15722.0991,5.3446
TXN-2024-006402,2024-12-19,166.1395,4032.4622,5.2709
TXN-2024-018741,2024-11-19,283.8873,4.9463,9.34
TXN-2024-021056,2024-12-15,77.8301,15313.2649,2.6334
TXN-2024-013325,2024-10-27,155.5741,17.4391,4.9554
TXN-2024-016041,2024-12-23,326.1423,3940.1869,9.7037
TXN-2024-011294,2024-10-15,121.046,15521.8188,4.1305
TXN-2024-004998,2024-10-18,188.2565,4.9873,6.43
TXN-2024-000245,2024-10-10,64.4039,4.9691,2.3184
TXN-2024-024043,2024-10-11,141.3359,15559.3059,4.7796
TXN-2024-010277,2024-12-15,93.3235,5.0496,2.997
TXN-2024-023772,2024-11-02,91.8008,5.0507,2.7128
TXN-2024-017856,2024-12-16,187.1578,17.5573,5.8986
TXN-2024-000634,2024-12-21,274.5899,3950.088,8.5099
TXN-2024-015452,2024-11-09,52.7871,17.5999,1.9467
TXN-2024-006576,2024-11-30,228.7987,17.3182,6.8996
TXN-2024-021168,2024-12-16,89.3853,130.4662,3.1176
TXN-2024-017734,2024-11-14,158.2256,17.7374,5.0345
TXN-2024-015065,2024-10-28,158.7263,4013.6626,5.3359
TXN-2024-000585,2024-11-12,17.5793,15693.4574,0.834
TXN-2024-000782,2024-11-21,47.6327,15470.2132,1.7812
TXN-2024-002814,2024-12-19,116.1284,3999.0685,3.8095
TXN-2024-022782,2024-10-19,58.9804,15551.5353,1.8713
TXN-2024-016070,2024-10-30,286.5909,4.9827,8.5643
TXN-2024-012537,2024-12-27,48.4944,15309.5789,1.6024
TXN-2024-000923,2024-10-13,152.7181,4007.2582,4.8701
TXN-2024-013738,2024-12-24,33.7717,3960.6473,1.2249
TXN-2024-014567,2024-11-15,159.9407,15434.2952,5.0858
TXN-2024-011701,2024-12-17,98.1934,5.0423,3.1373
TXN-2024-013118,2024-11-29,245.982,3954.9098,7.3945
TXN-2024-016665,2024-12-29,142.7177,3950.7167,4.8238
TXN-2024-005988,2024-11-07,20.8998,17.4593,0.8949
TXN-2024-008803,2024-11-08,183.6083,15378.2971,5.0669
TXN-2024-014421,2024-11-02,31.9418,131.937,1.2487
TXN-2024-011821,2024-10-08,142.6363,17.4809,4.8212
TXN-2024-011207,2024-11-02,258.3533,17.5629,8.7472
TXN-2024-021277,2024-11-05,113.1191,17.2429,3.5672
TXN-2024-003863,2024-11-17,150.385,17.6992,4.6407
TXN-2024-012878,2024-12-09,203.9792,17.7578,6.401
TXN-2024-008057,2024-12-27,246.4252,4023.5899,8.3529
TXN-2024-024473,2024-10-25,37.3397,128.055,1.3843
TXN-2024-010440,2024-12-14,53.4524,15435.7799,1.9054
TXN-2024-017616,2024-12-28,82.2614,128.196,2.4682
TXN-2024-024481,2024-11-24,92.3728,5.0314,3.0678
TXN-2024-000793,2024-10-16,146.5562,17.6129,5.0514
TXN-2024-022052,2024-10-19,200.9915,4003.6921,6.851
TXN-2024-024158,2024-10-17,106.1576,128.3682,3.081
TXN-2024-016811,2024-10-15,30.6395,15349.6876,1.2195
TXN-2024-024723,2024-10-21,65.1568,131.6544,2.3606
TXN-2024-010147,2024-10-18,10.2359,15691.5627,0.5855
TXN-2024-020554,2024-11-07,192.5453,4051.5248,6.0595
TXN-2024-016970,2024-11-11,6.2037,15408.6579,0.518
TXN-2024-017289,2024-12-28,259.5799,17.7054,8.0616
TXN-2024-022464,2024-10-07,147.0484,15332.3195,5.0677
TXN-2024-019746,2024-12-30,138.8576,4012.7538,4.7003
TXN-2024-008700,2024-11-16,89.6421,4.9296,2.6575
TXN-2024-000079,2024-11-22,281.088,4051.0339,8.704
TXN-2024-010632,2024-12-13,46.8403,17.2757,1.7551
TXN-2024-020856,2024-10-16,10.5959,4.9513,0.6254
TXN-2024-007030,2024-11-15,276.0444,3951.3387,8.5533
TXN-2024-011260,2024-12-23,23.6181,5.009,1.0136
TXN-2024-007944,2024-11-20,47.1815,131.2541,1.7181
TXN-2024-011354,2024-11-22,152.3195,3961.2158,4.8582
TXN-2024-003526,2024-11-18,112.0501,3953.1429,3.8427
TXN-2024-010645,2024-10-17,170.1197,17.3305,5.7004
TXN-2024-006748,2024-12-22,169.969,17.5503,5.3853
TXN-2024-002840,2024-10-14,108.9038,128.8001,3.4458
TXN-2024-022538,2024-12-28,87.2348,17.3675,3.0488
TXN-2024-008050,2024-12-13,144.4713,15544.9656,4.0634
TXN-2024-000910,2024-10-21,50.1842,4.9299,1.8635
TXN-2024-009774,2024-12-30,275.5212,3942.5948,7.4236
TXN-2024-003317,2024-10-21,82.3385,130.6773,2.8921
TXN-2024-024547,2024-12-09,224.5597,17.504,7.6301
TXN-2024-008823,2024-12-10,76.005,15614.8074,2.7192
TXN-2024-019066,2024-11-05,42.7395,4039.9237,1.4549
TXN-2024-016245,2024-10-22,43.1116,3976.3453,1.5505
TXN-2024-020609,2024-11-20,206.0834,17.5276,5.6432
TXN-2024-013464,2024-10-12,141.3592,17.7618,4.7803
TXN-2024-024546,2024-10-22,224.3293,3962.5244,7.6225
TXN-2024-004518,2024-12-29,221.9672,4023.4118,6.0504
TXN-2024-014003,2024-12-10,140.8562,4051.1828,3.9707
TXN-2024-001866,2024-11-08,53.0289,128.2972,1.7187
TXN-2024-014916,2024-11-04,236.5512,5.0615,8.0265
TXN-2024-021948,2024-11-28,111.2936,128.2512,3.5146
TXN-2024-024807,2024-11-24,53.6904,129.1405,1.9125
TXN-2024-022033,2024-12-10,67.7675,129.0193,2.426
TXN-2024-012979,2024-12-01,145.9766,15516.7096,4.928
TXN-2024-021430,2024-10-16,183.9548,3990.5277,6.2878
TXN-2024-001566,2024-12-29,101.9159,128.2805,3.3528
TXN-2024-009445,2024-12-15,65.8192,128.8235,2.2747
TXN-2024-020077,2024-11-28,346.9974,4049.8349,10.6724
TXN-2024-015201,2024-11-19,218.5864,17.4129,6.8373
TXN-2024-007757,2024-11-16,85.0143,17.4533,2.5388
TXN-2024-022086,2024-10-07,307.912,3953.6038,10.1086
TXN-2024-021603,2024-11-18,52.3491,130.8086,1.9372
TXN-2024-002750,2024-12-22,34.0477,5.034,1.3258
TXN-2024-002665,2024-12-08,330.3078,3985.8538,9.8237
TXN-2024-002419,2024-11-09,128.7207,15540.3583,4.0166
TXN-2024-016330,2024-10-12,69.0647,3994.6719,2.3717
TXN-2024-004594,2024-11-26,191.8721,5.0468,6.0394
TXN-2024-001989,2024-11-04,18.6979,15299.5696,1.0965
TXN-2024-024815,2024-12-03,219.8655,17.3835,7.2919
TXN-2024-024584,2024-12-19,105.5928,4.9952,3.6361
TXN-2024-009101,2024-10-30,150.5011,4054.299,5.0728
TXN-2024-009309,2024-11-28,252.5251,5.0272,6.834
TXN-2024-018342,2024-12-20,99.603,4.9253,3.4445
TXN-2024-015665,2024-10-19,57.2418,130.4054,2.0989
TXN-2024-010128,2024-10-18,177.8257,17.2942,6.0851
TXN-2024-004508,2024-10-16,81.683,3992.9027,2.4534
TXN-2024-001622,2024-11-05,133.6722,15577.7511,4.1593
TXN-2024-013170,2024-11-24,47.9331,15654.5996,1.7915
TXN-2024-011045,2024-12-26,78.7998,15352.7422,2.7789
TXN-2024-014480,2024-11-18,296.5636,3990.1893,9.7456
TXN-2024-017775,2024-11-09,63.5491,128.7393,2.3074
TXN-2024-003661,2024-11-08,76.2809,17.3704,2.506
TXN-2024-000976,2024-12-06,85.3736,17.3798,2.548
TXN-2024-004112,2024-10-09,268.1989,17.6275,8.8381
TXN-2024-021105,2024-11-09,212.514,17.3844,7.2319
TXN-2024-014220,2024-12-19,249.722,3961.9606,7.7672
TXN-2024-003618,2024-12-17,108.2665,128.7493,3.4274
TXN-2024-005653,2024-12-15,85.0762,15334.5534,3.0191
TXN-2024-012012,2024-12-19,102.7335,130.5952,3.5446
TXN-2024-010625,2024-10-13,32.8314,15480.4553,1.2008
TXN-2024-013986,2024-10-08,102.8141,15446.109,3.2704
TXN-2024-005412,2024-11-06,186.412,15600.7066,5.6785
TXN-2024-023113,2024-12-02,105.7189,128.6265,3.7014
TXN-2024-016432,2024-10-14,105.1583,5.2594,3.6222
TXN-2024-014598,2024-10-04,116.2813,15357.754,3.7818
TXN-2024-005174,2024-10-31,28.6369,131.9223,1.1336
TXN-2024-012029,2024-12-12,147.4698,15709.7076,4.5567
TXN-2024-019954,2024-11-21,195.0527,17.6108,6.4981
TXN-2024-005604,2024-10-30,98.7069,17.6056,3.4697
TXN-2024-003702,2024-11-15,99.2742,5.0587,3.2739
TXN-2024-002555,2024-10-09,129.4064,17.4873,4.4845
TXN-2024-021636,2024-12-24,115.1438,4.9948,3.3114
TXN-2024-015109,2024-11-27,266.1783,4007.6987,8.7735
TXN-2024-024156,2024-10-20,267.9752,17.6707,9.0653
TXN-2024-000384,2024-11-08,90.3199,4.9278,3.1924
TXN-2024-006230,2024-11-23,112.9563,17.6343,3.2553
TXN-2024-020218,2024-12-21,157.2229,15628.421,4.8377
TXN-2024-021167,2024-11-23,25.2673,17.5467,1.0419
TXN-2024-013797,2024-11-24,150.3812,15288.9787,5.069
TXN-2024-014525,2024-10-21,135.0672,15495.3397,4.1995
TXN-2024-000396,2024-11-01,316.5558,4045.3806,10.6713
TXN-2024-004173,2024-12-08,80.9416,4023.1114,2.6403
TXN-2024-004251,2024-12-13,92.6,15712.3995,3.2678
TXN-2024-000510,2024-11-02,72.9198,4.9371,2.4868
TXN-2024-015132,2024-12-19,55.1361,130.6921,2.0219
TXN-2024-005193,2024-12-13,44.4962,131.074,1.6815
TXN-2024-017125,2024-11-13,77.9423,15352.9029,2.7515
TXN-2024-014328,2024-12-14,9.2006,15606.7337,0.5108
TXN-2024-019799,2024-12-04,41.7666,130.7366,1.5564
TXN-2024-001147,2024-12-22,110.4394,15627.7584,3.7911
TXN-2024-003731,2024-12-04,104.1678,129.265,3.42
TXN-2024-022720,2024-11-13,266.844,3946.9589,9.0279
TXN-2024-024159,2024-12-18,80.1652,131.4906,2.6179
TXN-2024-020039,2024-12-14,249.8125,4022.7348,6.7644
TXN-2024-017959,2024-11-26,261.8974,4.9832,7.0743
TXN-2024-003494,2024-10-28,134.0004,5.0351,4.6364
TXN-2024-006407,2024-11-30,102.7926,131.4926,3.5465
TXN-2024-006660,2024-11-16,201.5128,3988.277,6.7047
TXN-2024-001018,2024-10-28,142.3952,15570.6781,4.0101
TXN-2024-016676,2024-12-21,94.7043,15578.8226,2.7873
TXN-2024-024673,2024-11-14,26.787,129.1025,1.0458
TXN-2024-022335,2024-10-13,46.9433,17.5383,1.7598
TXN-2024-018106,2024-10-19,134.3456,15548.9732,4.1787
TXN-2024-014932,2024-12-24,166.0476,17.6191,5.2682
TXN-2024-017260,2024-11-24,56.4654,15413.3001,1.9352
TXN-2024-004766,2024-11-04,27.2885,4.9892,1.0587
TXN-2024-009321,2024-12-21,53.272,15323.2316,1.8432
TXN-2024-012432,2024-12-20,236.7746,17.7207,7.3805
TXN-2024-024016,2024-12-28,29.7767,5.0473,1.1983
TXN-2024-010323,2024-10-06,336.3174,4007.403,11.0174
TXN-2024-023439,2024-11-10,168.4758,3950.7797,5.1619
TXN-2024-003271,2024-10-25,86.2387,130.5327,3.0169
TXN-2024-020092,2024-10-07,70.8682,129.2523,2.5494
TXN-2024-024919,2024-11-10,76.4552,130.782,2.7039
TXN-2024-005649,2024-12-23,20.639,15429.6308,0.9032
TXN-2024-004786,2024-12-19,14.8631,128.2583,0.7529
TXN-2024-009452,2024-12-11,187.8841,17.356,5.9203
TXN-2024-023805,2024-11-22,222.9235,4.9491,6.9668
TXN-2024-020580,2024-12-13,34.7372,130.2493,1.2497
TXN-2024-007741,2024-11-30,198.6889,4045.4206,6.243
TXN-2024-023183,2024-10-08,58.8192,129.8778,2.003
TXN-2024-015370,2024-10-12,118.4688,3979.6315,3.3966
TXN-2024-013839,2024-11-12,74.9946,131.0238,2.6572
TXN-2024-009463,2024-11-25,228.4257,3946.7318,7.1311
TXN-2024-024385,2024-11-15,8.5302,128.4712,0.5309
TXN-2024-024322,2024-11-13,187.9115,4003.7519,5.9211
TXN-2024-012734,2024-11-09,84.8043,5.0016,2.8417
TXN-2024-006265,2024-11-02,32.6752,5.0639,1.2868
TXN-2024-012066,2024-11-28,232.3241,17.4851,7.8867
TXN-2024-004213,2024-11-25,63.0363,15681.5784,2.2746
TXN-2024-022599,2024-11-01,109.9844,17.2502,3.7766
TXN-2024-006180,2024-11-12,45.8056,128.1713,1.5335
TXN-2024-004838,2024-10-09,146.5834,15572.3772,4.6868
TXN-2024-007790,2024-10-23,41.8407,131.286,1.5966
TXN-2024-007143,2024-11-02,64.8075,4.9417,2.3313
TXN-2024-015956,2024-10-07,5.7971,130.2849,0.4756
TXN-2024-002318,2024-12-22,14.8674,128.1019,0.753
TXN-2024-004877,2024-11-27,175.4168,17.762,5.3618
TXN-2024-000395,2024-10-31,78.658,128.2115,2.7744
TXN-2024-023700,2024-12-11,215.3365,5.0655,7.147
TXN-2024-023163,2024-12-16,99.5671,5.0144,3.4981
TXN-2024-018488,2024-11-16,271.2419,4.9632,8.1222
TXN-2024-001753,2024-10-09,286.8773,5.0186,7.7148
TXN-2024-005499,2024-10-30,328.1082,4030.0626,8.772
TXN-2024-009657,2024-10-06,132.4714,17.7416,4.496
TXN-2024-007362,2024-11-20,76.7257,131.6211,2.7126
TXN-2024-013542,2024-11-18,110.9035,4003.1809,3.6212
TXN-2024-013385,2024-10-31,44.5477,128.5525,1.5919
TXN-2024-011874,2024-11-29,141.8331,4027.3132,4.545
TXN-2024-014989,2024-10-05,129.031,15376.318,4.0256
TXN-2024-017043,2024-12-12,251.2778,4.931,8.5133
TXN-2024-018877,2024-12-27,17.7939,130.5997,0.8273
TXN-2024-006510,2024-11-03,31.8362,15358.697,1.2765
TXN-2024-002528,2024-11-22,131.6737,4017.4073,4.2415
TXN-2024-022286,2024-11-09,25.0623,15657.762,1.0016
TXN-2024-011506,2024-10-20,111.6139,17.5353,3.8287
TXN-2024-013292,2024-12-23,186.9857,5.0028,6.388
TXN-2024-004321,2024-11-08,84.4987,3991.2655,2.5256
TXN-2024-003906,2024-11-16,29.6502,3999.6496,1.1868
TXN-2024-019747,2024-11-18,78.5324,15317.5464,2.3726
TXN-2024-016766,2024-12-21,174.5592,5.0294,5.9772
TXN-2024-012861,2024-10-20,276.33,17.3103,8.2688
TXN-2024-016219,2024-12-26,67.7805,17.7162,2.3333
TXN-2024-024033,2024-11-05,49.9483,131.4237,1.7475
TXN-2024-000392,2024-12-29,212.3145,4052.5553,5.8029
TXN-2024-020287,2024-11-26,191.9853,17.5258,5.8391
TXN-2024-004301,2024-10-30,112.71,4.9923,3.6752
TXN-2024-008169,2024-12-19,355.9279,4005.5962,11.6448
TXN-2024-003061,2024-11-05,133.1958,17.4928,3.7743
TXN-2024-010874,2024-10-26,78.3653,130.3401,2.3683
TXN-2024-001033,2024-11-15,60.4432,131.5503,1.9088
TXN-2024-003437,2024-10-12,138.3259,5.0229,4.4402
TXN-2024-011447,2024-11-22,116.4098,17.5495,3.9822
TXN-2024-016400,2024-11-12,126.5162,17.719,4.389
TXN-2024-010242,2024-10-17,173.889,4059.7367,5.5024
TXN-2024-009672,2024-12-05,285.9434,3990.8813,8.849
TXN-2024-012207,2024-11-29,215.7698,17.7465,6.5242
TXN-2024-002359,2024-12-03,243.2183,3991.7727,7.5729
TXN-2024-011266,2024-11-20,42.8438,128.7724,1.6286
TXN-2024-001475,2024-10-22,144.2526,15724.8725,4.4641
TXN-2024-014858,2024-11-11,303.3653,3995.3657,9.0476
TXN-2024-022285,2024-11-26,8.6803,128.2042,0.5587
TXN-2024-002696,2024-10-12,127.657,4033.259,4.4267
TXN-2024-021703,2024-12-23,274.4992,17.5213,8.5072
TXN-2024-003853,2024-12-18,177.8932,15421.5484,6.0874
TXN-2024-016705,2024-10-10,17.9799,15436.3991,0.846
TXN-2024-012970,2024-11-17,236.6703,17.3974,7.8295
TXN-2024-006210,2024-10-09,9.5582,131.1992,0.6041
TXN-2024-010060,2024-12-31,24.9474,128.536,1.0561
TXN-2024-024480,2024-12-23,214.5823,17.7578,5.8611
TXN-2024-021570,2024-11-12,129.0037,5.0137,3.6668
TXN-2024-015125,2024-12-08,110.8404,17.3192,3.6193
TXN-2024-000431,2024-10-10,89.9492,129.4313,2.6654
TXN-2024-006104,2024-10-31,78.9484,17.3796,2.6668
TXN-2024-003041,2024-10-24,246.8007,4.9789,7.4181
TXN-2024-001902,2024-12-17,88.8909,17.543,2.8693
TXN-2024-009065,2024-12-18,57.1203,3958.6981,2.0949
TXN-2024-020633,2024-10-05,176.4809,3973.5906,5.5798
TXN-2024-006788,2024-11-30,259.6668,17.3739,7.0171
TXN-2024-024303,2024-11-04,43.6208,15529.4599,1.6117
TXN-2024-015231,2024-10-27,190.0135,5.0069,5.2311
TXN-2024-023493,2024-11-01,134.1167,5.0474,3.7979
TXN-2024-005066,2024-11-17,154.6258,17.2383,4.3237
TXN-2024-011378,2024-10-16,17.5252,130.7214,0.786
TXN-2024-013016,2024-12-16,188.7116,3947.2241,5.945
TXN-2024-011198,2024-12-20,183.6643,5.0441,6.1337
TXN-2024-022355,2024-10-09,101.2221,130.2663,3.5528
TXN-2024-008547,2024-11-06,29.0211,128.5697,1.1446
TXN-2024-020338,2024-11-22,258.4027,17.4283,8.5247
TXN-2024-011537,2024-12-28,29.3932,129.0008,1.1868
TXN-2024-014419,2024-11-11,73.9612,4036.4433,2.2554
TXN-2024-002565,2024-12-19,13.7173,17.2597,0.6601
TXN-2024-003718,2024-12-07,220.0917,17.7274,6.0024
TXN-2024-019536,2024-11-04,173.2784,17.7356,5.4841
TXN-2024-013828,2024-10-27,225.5408,17.3676,6.3727
TXN-2024-017011,2024-11-16,63.2021,3962.6193,2.2959
TXN-2024-012661,2024-12-03,39.9113,17.6555,1.3823
TXN-2024-016602,2024-10-05,79.3677,129.7252,2.7971
TXN-2024-014465,2024-11-17,47.513,128.179,1.6773
TXN-2024-015594,2024-12-03,202.9844,4015.549,6.1559
TXN-2024-013177,2024-11-29,123.4817,4.9729,4.2084
TXN-2024-014580,2024-12-29,100.9516,17.626,3.2167
TXN-2024-000312,2024-11-05,127.9147,4.976,3.6388
TXN-2024-017317,2024-11-10,57.6094,128.9677,1.8361
TXN-2024-017225,2024-12-03,200.5137,4.989,6.0848
TXN-2024-023461,2024-11-18,259.5201,3968.3895,8.5605
TXN-2024-002900,2024-11-24,82.8595,131.6259,2.9088
TXN-2024-003909,2024-10-26,85.072,131.6026,2.7593
TXN-2024-006372,2024-10-11,179.4938,15522.0359,4.9614
TXN-2024-003688,2024-11-02,237.3779,5.0028,6.4456
TXN-2024-008183,2024-10-24,86.2748,4054.6749,2.5712
TXN-2024-019278,2024-11-02,23.7956,15331.294,1.0193
TXN-2024-022644,2024-10-30,69.317,15300.7179,2.1363
TXN-2024-022965,2024-11-21,295.6399,3941.1659,7.9395
TXN-2024-014108,2024-11-03,65.0975,15562.0589,2.1839
TXN-2024-011798,2024-12-06,80.536,3984.3823,2.8345
TXN-2024-017489,2024-11-04,131.0171,4.938,4.2219
TXN-2024-007700,2024-11-06,21.0013,4010.7622,0.9299
TXN-2024-011854,2024-12-22,195.4884,3969.8403,6.1474
TXN-2024-002886,2024-11-08,188.1144,3946.6154,6.2761
TXN-2024-021394,2024-11-07,49.9806,17.3607,1.8589
TXN-2024-020571,2024-11-24,231.1442,3958.7781,7.6527
TXN-2024-014083,2024-11-04,49.5161,15662.3234,1.7878
TXN-2024-024894,2024-11-19,191.9496,5.0082,6.0417
TXN-2024-005287,2024-12-27,59.3206,3966.8314,2.1676
TXN-2024-015692,2024-10-29,56.2815,130.7096,2.0585
TXN-2024-022289,2024-12-14,257.6709,17.391,8.5013
TXN-2024-014116,2024-12-19,184.1418,17.7585,6.149
TXN-2024-001952,2024-11-10,134.7606,4.9873,4.6615
TXN-2024-020687,2024-11-05,88.9945,131.1023,3.1051
TXN-2024-020924,2024-12-23,57.5833,5.0651,1.9674
TXN-2024-021181,2024-10-28,102.9668,129.4267,3.6105
TXN-2024-012040,2024-10-11,362.2002,3976.7776,11.8454
TXN-2024-023167,2024-11-02,39.3366,128.588,1.4838
TXN-2024-021750,2024-12-16,47.047,3986.7591,1.6639
TXN-2024-010101,2024-10-23,26.6229,5.0565,1.1097
TXN-2024-019721,2024-11-04,109.8683,130.9685,3.1761
TXN-2024-005254,2024-10-09,43.201,128.1988,1.4667
TXN-2024-015457,2024-11-05,58.4324,128.2458,2.0541
TXN-2024-019205,2024-11-22,45.5942,4049.068,1.5281
TXN-2024-019270,2024-10-31,125.1082,4.9761,3.5669
TXN-2024-007487,2024-10-05,73.5631,5.0534,2.6114
TXN-2024-004666,2024-11-25,86.5221,17.7271,2.893
TXN-2024-016476,2024-10-30,182.5118,17.4791,5.7599
TXN-2024-017870,2024-10-17,185.5015,5.0304,5.6523
TXN-2024-003024,2024-11-13,290.719,4051.0816,9.5586
TXN-2024-021786,2024-11-30,106.9603,4033.7736,3.1015
TXN-2024-004959,2024-10-23,165.7967,15494.3238,5.6875
TXN-2024-010407,2024-10-25,184.63,17.6503,6.3101
TXN-2024-000344,2024-12-04,228.0047,4.975,7.744
TXN-2024-001789,2024-12-22,249.6213,4.9716,8.4586
TXN-2024-019584,2024-10-19,189.1165,17.7126,6.4584
TXN-2024-016295,2024-10-07,238.6108,17.7048,8.0946
TXN-2024-010330,2024-11-09,224.4921,17.6809,6.7755
TXN-2024-023204,2024-11-05,73.3238,4053.2823,2.4208
TXN-2024-004835,2024-11-10,56.7065,3944.0198,2.0812
TXN-2024-015697,2024-12-22,196.4388,17.6038,6.5424
TXN-2024-007234,2024-12-02,222.9505,17.7413,6.7311
TXN-2024-022737,2024-11-10,204.4895,4.9332,6.1993
TXN-2024-022647,2024-11-10,101.3699,130.2322,3.2288
TXN-2024-017231,2024-11-12,12.4862,17.7095,0.6683
TXN-2024-009449,2024-11-17,70.142,15496.9589,2.3292
