transaction_id,order_date,customer_currency,original_amount,payment_processor
TXN-2024-015726,2024-10-28,COP,686151.27,Xendit
TXN-2024-015727,2024-10-07,IDR,2267997.21,StripeConnect
TXN-2024-015728,2024-12-17,KES,6101.43,StripeConnect
TXN-2024-015729,2024-10-22,KES,5144.28,PayU
TXN-2024-015730,2024-10-23,BRL,328.94,MercadoPago
TXN-2024-015731,2024-12-21,MXN,2034.46,StripeConnect
TXN-2024-015732,2024-10-01,COP,362693.04,StripeConnect
TXN-2024-015733,2024-11-24,MXN,3722.25,PayU
TXN-2024-015734,2024-10-02,COP,538391.1,Flutterwave
TXN-2024-015735,2024-12-09,IDR,892935.72,Xendit
TXN-2024-015736,2024-12-23,MXN,1425.46,MercadoPago
TXN-2024-015737,2024-10-28,IDR,819771.36,MercadoPago
TXN-2024-015738,2024-11-12,KES,14579.17,MercadoPago
TXN-2024-015739,2024-12-30,COP,160650.29,Flutterwave
TXN-2024-015740,2024-12-24,IDR,2558083.48,MercadoPago
TXN-2024-015741,2024-10-14,COP,892505.05,Flutterwave
TXN-2024-015742,2024-10-09,COP,957096.0,PayU
TXN-2024-015743,2024-12-16,COP,1473782.92,StripeConnect
TXN-2024-015744,2024-12-03,MXN,578.89,Xendit
TXN-2024-015745,2024-11-24,IDR,1039405.23,Xendit
TXN-2024-015746,2024-12-21,COP,328410.59,StripeConnect
TXN-2024-015747,2024-10-20,COP,208372.87,Flutterwave
TXN-2024-015748,2024-10-01,BRL,825.47,StripeConnect
TXN-2024-015749,2024-10-27,BRL,342.02,PayU
TXN-2024-015750,2024-10-30,COP,320238.22,PayU
TXN-2024-015751,2024-11-02,COP,1454182.66,StripeConnect
TXN-2024-015752,2024-12-28,KES,8505.85,Xendit
TXN-2024-015753,2024-11-16,BRL,543.44,PayU
TXN-2024-015754,2024-12-20,IDR,1350013.28,PayU
TXN-2024-015755,2024-11-23,IDR,2850752.51,StripeConnect
TXN-2024-015756,2024-10-07,BRL,621.29,MercadoPago
TXN-2024-015757,2024-11-25,COP,102234.72,PayU
TXN-2024-015758,2024-10-05,MXN,1433.36,StripeConnect
TXN-2024-015759,2024-11-12,MXN,2853.87,Xendit
TXN-2024-015760,2024-12-13,MXN,3692.33,MercadoPago
TXN-2024-015761,2024-12-20,MXN,3819.72,MercadoPago
TXN-2024-015762,2024-12-27,BRL,709.34,MercadoPago
TXN-2024-015763,2024-12-23,KES,1166.74,MercadoPago
TXN-2024-015764,2024-10-15,COP,1468457.36,Flutterwave
TXN-2024-015765,2024-12-02,COP,571570.29,Xendit
TXN-2024-015766,2024-12-09,MXN,4876.32,Xendit
TXN-2024-015767,2024-11-03,IDR,676345.33,MercadoPago
TXN-2024-015768,2024-12-30,KES,7082.78,StripeConnect
TXN-2024-015769,2024-11-21,MXN,2538.07,MercadoPago
TXN-2024-015770,2024-10-03,IDR,1514762.44,StripeConnect
TXN-2024-015771,2024-11-25,MXN,4740.97,MercadoPago
TXN-2024-015772,2024-12-14,IDR,800052.08,StripeConnect
TXN-2024-015773,2024-11-06,KES,8126.29,PayU
TXN-2024-015774,2024-11-10,COP,454080.27,Flutterwave
TXN-2024-015775,2024-11-14,COP,976431.08,StripeConnect
TXN-2024-015776,2024-12-24,MXN,1479.67,StripeConnect
TXN-2024-015777,2024-11-26,IDR,1561764.04,StripeConnect
TXN-2024-015778,2024-10-19,MXN,3400.59,Flutterwave
TXN-2024-015779,2024-11-23,MXN,3469.41,Xendit
TXN-2024-015780,2024-11-20,IDR,875810.76,StripeConnect
TXN-2024-015781,2024-10-09,BRL,603.69,StripeConnect
TXN-2024-015782,2024-12-24,MXN,980.31,PayU
TXN-2024-015783,2024-12-05,COP,968724.7,PayU
TXN-2024-015784,2024-12-15,IDR,1858837.7,Xendit
TXN-2024-015785,2024-12-18,IDR,1066662.11,PayU
TXN-2024-015786,2024-12-10,MXN,1025.67,MercadoPago
TXN-2024-015787,2024-11-03,COP,623629.13,PayU
TXN-2024-015788,2024-12-07,IDR,1423551.26,Flutterwave
TXN-2024-015789,2024-10-30,BRL,1102.26,StripeConnect
TXN-2024-015790,2024-10-08,BRL,1218.08,Flutterwave
TXN-2024-015791,2024-10-04,BRL,408.77,StripeConnect
TXN-2024-015792,2024-10-24,COP,467820.16,Flutterwave
TXN-2024-015793,2024-11-28,IDR,2072746.9,Xendit
TXN-2024-015794,2024-10-27,IDR,2367156.31,Flutterwave
TXN-2024-015795,2024-12-24,KES,4801.0,StripeConnect
TXN-2024-015796,2024-10-24,BRL,689.13,Xendit
TXN-2024-015797,2024-11-30,MXN,2944.14,StripeConnect
TXN-2024-015798,2024-12-24,BRL,301.6,MercadoPago
TXN-2024-015799,2024-12-06,BRL,1051.56,Flutterwave
TXN-2024-015800,2024-12-01,MXN,3418.72,StripeConnect
TXN-2024-015801,2024-12-30,IDR,1394776.42,Xendit
TXN-2024-015802,2024-11-05,COP,1184322.6,Xendit
TXN-2024-015803,2024-12-24,KES,1468.11,Xendit
TXN-2024-015804,2024-12-17,COP,763029.06,StripeConnect
TXN-2024-015805,2024-11-25,BRL,155.74,PayU
TXN-2024-015806,2024-10-24,COP,350280.21,Flutterwave
TXN-2024-015807,2024-11-28,MXN,2809.15,MercadoPago
TXN-2024-015808,2024-10-03,BRL,863.15,MercadoPago
TXN-2024-015809,2024-11-16,COP,392051.69,PayU
TXN-2024-015810,2024-11-13,BRL,471.18,PayU
TXN-2024-015811,2024-10-12,MXN,3930.67,Xendit
TXN-2024-015812,2024-10-05,KES,14514.1,StripeConnect
TXN-2024-015813,2024-10-03,MXN,1367.97,Flutterwave
TXN-2024-015814,2024-11-11,KES,9388.66,MercadoPago
TXN-2024-015815,2024-12-06,COP,1186931.99,Xendit
TXN-2024-015816,2024-11-05,MXN,1208.78,StripeConnect
TXN-2024-015817,2024-10-14,COP,599764.26,StripeConnect
TXN-2024-015818,2024-11-18,IDR,560454.37,MercadoPago
TXN-2024-015819,2024-11-22,KES,7203.2,StripeConnect
TXN-2024-015820,2024-12-07,MXN,4143.98,MercadoPago
TXN-2024-015821,2024-10-25,MXN,3070.85,Flutterwave
TXN-2024-015822,2024-11-04,MXN,427.33,MercadoPago
TXN-2024-015823,2024-12-19,COP,1113238.61,Xendit
TXN-2024-015824,2024-11-21,KES,10707.99,StripeConnect
TXN-2024-015825,2024-10-17,COP,1197871.48,Flutterwave
TXN-2024-015826,2024-10-05,MXN,4275.73,Xendit
TXN-2024-015827,2024-11-05,MXN,210.61,StripeConnect
TXN-2024-015828,2024-11-06,IDR,2464005.5,MercadoPago
TXN-2024-015829,2024-10-25,BRL,627.63,PayU
TXN-2024-015830,2024-12-04,COP,741352.77,MercadoPago
TXN-2024-015831,2024-10-26,MXN,3322.88,MercadoPago
TXN-2024-015832,2024-10-12,MXN,4898.38,StripeConnect
TXN-2024-015833,2024-11-15,COP,400676.04,Flutterwave
TXN-2024-015834,2024-12-07,MXN,4934.2,StripeConnect
TXN-2024-015835,2024-11-20,IDR,2167422.3,PayU
TXN-2024-015836,2024-10-07,MXN,4111.17,Xendit
TXN-2024-015837,2024-10-21,BRL,546.53,Xendit
TXN-2024-015838,2024-12-27,COP,685403.81,Xendit
TXN-2024-015839,2024-10-17,KES,1381.04,StripeConnect
TXN-2024-015840,2024-12-16,MXN,4793.62,PayU
TXN-2024-015841,2024-12-22,IDR,177486.29,MercadoPago
TXN-2024-015842,2024-12-21,COP,723510.03,PayU
TXN-2024-015843,2024-10-11,BRL,1413.2,MercadoPago
TXN-2024-015844,2024-10-04,KES,12602.83,Flutterwave
TXN-2024-015845,2024-12-21,KES,637.11,PayU
TXN-2024-015846,2024-11-09,BRL,1288.06,PayU
TXN-2024-015847,2024-10-13,BRL,752.73,StripeConnect
TXN-2024-015848,2024-12-04,MXN,633.33,PayU
TXN-2024-015849,2024-12-24,MXN,3401.34,StripeConnect
TXN-2024-015850,2024-10-27,KES,5834.02,Xendit
TXN-2024-015851,2024-12-23,MXN,2552.42,MercadoPago
TXN-2024-015852,2024-10-17,BRL,514.06,Xendit
TXN-2024-015853,2024-12-17,MXN,3118.83,MercadoPago
TXN-2024-015854,2024-12-16,MXN,906.33,MercadoPago
TXN-2024-015855,2024-12-06,KES,6496.56,Xendit
TXN-2024-015856,2024-12-19,MXN,2005.87,PayU
TXN-2024-015857,2024-10-14,KES,11330.99,PayU
TXN-2024-015858,2024-10-21,COP,235855.63,StripeConnect
TXN-2024-015859,2024-11-21,IDR,2555331.01,PayU
TXN-2024-015860,2024-10-05,IDR,1427134.36,PayU
TXN-2024-015861,2024-11-11,IDR,2021958.3,PayU
TXN-2024-015862,2024-10-16,IDR,2975332.18,PayU
TXN-2024-015863,2024-11-19,IDR,2529820.58,MercadoPago
TXN-2024-015864,2024-12-03,BRL,427.34,StripeConnect
TXN-2024-015865,2024-10-29,MXN,228.26,MercadoPago
TXN-2024-015866,2024-12-25,MXN,406.4,MercadoPago
TXN-2024-015867,2024-12-04,MXN,1549.7,Xendit
TXN-2024-015868,2024-11-26,COP,1056373.92,PayU
TXN-2024-015869,2024-12-16,MXN,4634.63,Flutterwave
TXN-2024-015870,2024-10-07,BRL,782.18,MercadoPago
TXN-2024-015871,2024-12-02,COP,1080798.92,Xendit
TXN-2024-015872,2024-10-29,MXN,1999.96,MercadoPago
TXN-2024-015873,2024-11-30,COP,678199.51,Flutterwave
TXN-2024-015874,2024-12-30,COP,270174.92,StripeConnect
TXN-2024-015875,2024-10-13,MXN,4097.97,Flutterwave
TXN-2024-015876,2024-12-10,COP,275087.05,StripeConnect
TXN-2024-015877,2024-10-07,IDR,1166718.16,Flutterwave
TXN-2024-015878,2024-12-01,COP,909371.8,Flutterwave
TXN-2024-015879,2024-10-31,KES,9868.61,MercadoPago
TXN-2024-015880,2024-11-26,KES,8250.48,Flutterwave
TXN-2024-015881,2024-11-27,COP,974999.14,MercadoPago
TXN-2024-015882,2024-10-10,MXN,4849.14,PayU
TXN-2024-015883,2024-12-19,COP,955806.62,MercadoPago
TXN-2024-015884,2024-10-05,MXN,4246.95,MercadoPago
TXN-2024-015885,2024-12-11,MXN,3601.94,StripeConnect
TXN-2024-015886,2024-11-06,BRL,694.68,Flutterwave
TXN-2024-015887,2024-11-25,MXN,771.56,Xendit
TXN-2024-015888,2024-10-07,MXN,2400.28,MercadoPago
TXN-2024-015889,2024-11-16,COP,1290213.91,Xendit
TXN-2024-015890,2024-11-05,MXN,1041.19,Xendit
TXN-2024-015891,2024-11-21,KES,9692.15,MercadoPago
TXN-2024-015892,2024-10-25,COP,1499661.63,Xendit
TXN-2024-015893,2024-12-14,KES,14348.63,PayU
TXN-2024-015894,2024-12-06,COP,1426464.84,StripeConnect
TXN-2024-015895,2024-11-07,COP,1147963.45,StripeConnect
TXN-2024-015896,2024-10-31,KES,11243.34,Xendit
TXN-2024-015897,2024-12-11,MXN,1305.75,StripeConnect
TXN-2024-015898,2024-12-14,MXN,1571.62,StripeConnect
TXN-2024-015899,2024-11-11,MXN,2079.47,MercadoPago
TXN-2024-015900,2024-12-22,BRL,1397.73,MercadoPago
TXN-2024-015901,2024-10-18,MXN,2258.67,PayU
TXN-2024-015902,2024-11-01,COP,181108.21,PayU
TXN-2024-015903,2024-10-05,BRL,442.77,MercadoPago
TXN-2024-015904,2024-12-15,KES,899.77,StripeConnect
TXN-2024-015905,2024-12-22,BRL,100.86,StripeConnect
TXN-2024-015906,2024-11-10,IDR,1120058.02,Flutterwave
TXN-2024-015907,2024-11-06,KES,14778.49,Flutterwave
TXN-2024-015908,2024-11-02,KES,13059.25,StripeConnect
TXN-2024-015909,2024-11-29,BRL,1157.02,Xendit
TXN-2024-015910,2024-11-19,MXN,3885.14,PayU
TXN-2024-015911,2024-10-19,IDR,1276888.58,StripeConnect
TXN-2024-015912,2024-10-27,BRL,1412.19,StripeConnect
TXN-2024-015913,2024-11-02,COP,914944.09,Flutterwave
TXN-2024-015914,2024-11-08,KES,10217.3,MercadoPago
TXN-2024-015915,2024-11-24,KES,5785.77,MercadoPago
TXN-2024-015916,2024-10-01,BRL,1217.56,Xendit
TXN-2024-015917,2024-10-28,KES,9705.49,MercadoPago
TXN-2024-015918,2024-12-05,COP,457307.69,Xendit
TXN-2024-015919,2024-12-26,KES,6350.07,MercadoPago
TXN-2024-015920,2024-10-09,KES,1152.55,StripeConnect
TXN-2024-015921,2024-10-31,MXN,3271.41,MercadoPago
TXN-2024-015922,2024-12-01,IDR,1750106.13,Flutterwave
TXN-2024-015923,2024-11-11,MXN,1680.13,PayU
TXN-2024-015924,2024-12-07,BRL,1274.29,Xendit
TXN-2024-015925,2024-10-24,MXN,3100.77,Xendit
TXN-2024-015926,2024-10-09,BRL,908.45,StripeConnect
TXN-2024-015927,2024-12-16,BRL,1453.36,MercadoPago
TXN-2024-015928,2024-12-26,IDR,921720.48,StripeConnect
TXN-2024-015929,2024-12-22,IDR,1678754.26,Xendit
TXN-2024-015930,2024-12-09,MXN,4142.53,PayU
TXN-2024-015931,2024-12-08,IDR,1681392.97,MercadoPago
TXN-2024-015932,2024-11-19,COP,1235202.07,Xendit
TXN-2024-015933,2024-11-26,MXN,3145.44,StripeConnect
TXN-2024-015934,2024-10-29,BRL,1377.73,StripeConnect
TXN-2024-015935,2024-12-06,BRL,738.37,Xendit
TXN-2024-015936,2024-10-21,MXN,2729.94,StripeConnect
TXN-2024-015937,2024-10-05,COP,1189211.28,StripeConnect
TXN-2024-015938,2024-11-23,IDR,1659576.09,Xendit
TXN-2024-015939,2024-12-23,IDR,2593275.11,Flutterwave
TXN-2024-015940,2024-11-03,KES,2961.75,PayU
TXN-2024-015941,2024-10-11,IDR,2179541.44,Xendit
TXN-2024-015942,2024-11-01,MXN,4801.49,Flutterwave
TXN-2024-015943,2024-11-04,COP,151398.63,StripeConnect
TXN-2024-015944,2024-10-26,IDR,1984826.74,MercadoPago
TXN-2024-015945,2024-11-09,KES,4122.06,StripeConnect
TXN-2024-015946,2024-10-16,IDR,2763429.19,Flutterwave
TXN-2024-015947,2024-10-05,COP,665134.77,StripeConnect
TXN-2024-015948,2024-11-04,MXN,4487.0,PayU
TXN-2024-015949,2024-11-08,KES,9869.13,MercadoPago
TXN-2024-015950,2024-11-22,BRL,1499.78,MercadoPago
TXN-2024-015951,2024-12-13,COP,1468546.98,StripeConnect
TXN-2024-015952,2024-10-13,KES,10047.2,Flutterwave
TXN-2024-015953,2024-11-14,COP,878472.17,MercadoPago
TXN-2024-015954,2024-12-01,BRL,849.35,StripeConnect
TXN-2024-015955,2024-12-04,COP,1311999.78,MercadoPago
TXN-2024-015956,2024-10-05,KES,817.24,PayU
TXN-2024-015957,2024-12-12,BRL,73.78,Flutterwave
TXN-2024-015958,2024-10-28,BRL,801.0,StripeConnect
TXN-2024-015959,2024-11-05,MXN,3529.79,PayU
TXN-2024-015960,2024-12-14,IDR,1079308.78,PayU
TXN-2024-015961,2024-10-05,MXN,4688.89,Xendit
TXN-2024-015962,2024-10-04,IDR,602186.41,PayU
TXN-2024-015963,2024-12-17,IDR,1530928.39,PayU
TXN-2024-015964,2024-12-19,COP,1312574.32,MercadoPago
TXN-2024-015965,2024-10-28,BRL,934.34,PayU
TXN-2024-015966,2024-12-10,BRL,1148.71,Xendit
TXN-2024-015967,2024-10-13,MXN,4807.05,PayU
TXN-2024-015968,2024-11-26,BRL,65.59,MercadoPago
TXN-2024-015969,2024-10-24,MXN,3467.78,PayU
TXN-2024-015970,2024-12-07,IDR,2959561.59,Flutterwave
TXN-2024-015971,2024-11-30,COP,930828.87,StripeConnect
TXN-2024-015972,2024-12-03,COP,1114915.24,StripeConnect
TXN-2024-015973,2024-11-25,BRL,315.01,MercadoPago
TXN-2024-015974,2024-11-07,IDR,800431.3,PayU
TXN-2024-015975,2024-11-05,KES,6942.87,PayU
TXN-2024-015976,2024-12-09,MXN,747.5,PayU
TXN-2024-015977,2024-12-28,IDR,2543304.44,PayU
TXN-2024-015978,2024-12-23,MXN,1874.45,StripeConnect
TXN-2024-015979,2024-10-17,BRL,1168.86,PayU
TXN-2024-015980,2024-10-06,IDR,194955.47,MercadoPago
TXN-2024-015981,2024-10-21,IDR,2943457.6,MercadoPago
TXN-2024-015982,2024-11-23,KES,9301.4,MercadoPago
TXN-2024-015983,2024-10-26,COP,771631.36,MercadoPago
TXN-2024-015984,2024-12-20,MXN,1619.26,StripeConnect
TXN-2024-015985,2024-12-13,BRL,892.05,Xendit
TXN-2024-015986,2024-12-03,MXN,2931.17,Flutterwave
TXN-2024-015987,2024-12-15,BRL,863.33,MercadoPago
TXN-2024-015988,2024-12-16,COP,774029.19,Xendit
TXN-2024-015989,2024-11-25,COP,689064.44,Xendit
TXN-2024-015990,2024-10-08,COP,147442.67,PayU
TXN-2024-015991,2024-10-02,COP,1058465.96,StripeConnect
TXN-2024-015992,2024-10-18,MXN,4065.96,StripeConnect
TXN-2024-015993,2024-11-29,MXN,4094.61,Xendit
TXN-2024-015994,2024-10-27,MXN,574.88,PayU
TXN-2024-015995,2024-11-14,BRL,344.84,Flutterwave
TXN-2024-015996,2024-11-26,BRL,892.55,Flutterwave
TXN-2024-015997,2024-10-17,COP,926760.38,MercadoPago
TXN-2024-015998,2024-11-08,MXN,4598.45,StripeConnect
TXN-2024-015999,2024-12-07,BRL,1038.54,Xendit
TXN-2024-016000,2024-11-28,KES,6604.58,StripeConnect
TXN-2024-016001,2024-10-06,KES,6889.31,PayU
TXN-2024-016002,2024-11-01,KES,12768.67,MercadoPago
TXN-2024-016003,2024-11-21,KES,4105.32,Xendit
TXN-2024-016004,2024-10-13,MXN,1467.16,PayU
TXN-2024-016005,2024-10-12,KES,5654.85,Xendit
TXN-2024-016006,2024-10-04,BRL,388.7,Flutterwave
TXN-2024-016007,2024-10-24,BRL,274.22,PayU
TXN-2024-016008,2024-10-17,IDR,1694278.4,MercadoPago
TXN-2024-016009,2024-12-13,COP,456612.47,Xendit
TXN-2024-016010,2024-11-12,IDR,1072025.98,PayU
TXN-2024-016011,2024-12-24,MXN,3958.11,StripeConnect
TXN-2024-016012,2024-12-08,MXN,1454.2,StripeConnect
TXN-2024-016013,2024-12-20,COP,619219.54,Flutterwave
TXN-2024-016014,2024-12-07,COP,650496.24,MercadoPago
TXN-2024-016015,2024-11-26,IDR,1305644.0,PayU
TXN-2024-016016,2024-12-26,BRL,718.99,StripeConnect
TXN-2024-016017,2024-11-16,MXN,1193.61,Flutterwave
TXN-2024-016018,2024-10-06,KES,5371.73,Xendit
TXN-2024-016019,2024-12-21,IDR,883854.36,Flutterwave
TXN-2024-016020,2024-12-09,KES,9716.89,MercadoPago
TXN-2024-016021,2024-11-17,BRL,57.94,PayU
TXN-2024-016022,2024-12-05,COP,888016.1,Flutterwave
TXN-2024-016023,2024-10-10,KES,12956.57,StripeConnect
TXN-2024-016024,2024-12-19,IDR,821134.74,Xendit
TXN-2024-016025,2024-10-20,COP,1454842.5,Xendit
TXN-2024-016026,2024-11-29,COP,1419201.87,PayU
TXN-2024-016027,2024-12-12,IDR,1514660.32,Xendit
TXN-2024-016028,2024-12-04,MXN,3297.02,StripeConnect
TXN-2024-016029,2024-12-04,KES,4201.57,StripeConnect
TXN-2024-016030,2024-12-11,IDR,1456793.21,Flutterwave
TXN-2024-016031,2024-12-16,MXN,3824.93,MercadoPago
TXN-2024-016032,2024-11-13,COP,78136.87,StripeConnect
TXN-2024-016033,2024-11-06,MXN,3892.04,StripeConnect
TXN-2024-016034,2024-11-04,IDR,932424.48,StripeConnect
TXN-2024-016035,2024-11-26,COP,236691.04,Xendit
TXN-2024-016036,2024-11-29,COP,370622.0,Xendit
TXN-2024-016037,2024-12-11,MXN,3051.69,MercadoPago
TXN-2024-016038,2024-11-30,MXN,674.27,PayU
TXN-2024-016039,2024-11-27,COP,320694.43,Flutterwave
TXN-2024-016040,2024-11-19,KES,7383.42,StripeConnect
TXN-2024-016041,2024-12-22,COP,1323295.93,PayU
TXN-2024-016042,2024-10-07,MXN,3323.51,Flutterwave
TXN-2024-016043,2024-11-25,BRL,1426.0,MercadoPago
TXN-2024-016044,2024-12-18,MXN,4357.05,Xendit
TXN-2024-016045,2024-12-06,BRL,1472.75,StripeConnect
TXN-2024-016046,2024-11-15,MXN,3043.76,PayU
TXN-2024-016047,2024-11-24,BRL,795.56,StripeConnect
TXN-2024-016048,2024-10-12,BRL,1409.07,PayU
TXN-2024-016049,2024-10-24,MXN,2127.95,Flutterwave
TXN-2024-016050,2024-11-05,BRL,1255.27,Flutterwave
TXN-2024-016051,2024-11-19,MXN,722.96,PayU
TXN-2024-016052,2024-11-27,IDR,2341743.01,StripeConnect
TXN-2024-016053,2024-12-30,MXN,1771.65,Flutterwave
TXN-2024-016054,2024-10-22,IDR,2878586.88,Flutterwave
TXN-2024-016055,2024-11-07,COP,87383.26,MercadoPago
TXN-2024-016056,2024-12-23,COP,312802.05,PayU
TXN-2024-016057,2024-10-01,COP,881741.83,Flutterwave
TXN-2024-016058,2024-11-21,IDR,2119322.37,MercadoPago
TXN-2024-016059,2024-11-03,KES,6972.19,StripeConnect
TXN-2024-016060,2024-11-30,IDR,555804.56,MercadoPago
TXN-2024-016061,2024-11-16,MXN,3580.78,MercadoPago
TXN-2024-016062,2024-10-13,COP,155050.01,MercadoPago
TXN-2024-016063,2024-11-07,BRL,993.84,PayU
TXN-2024-016064,2024-10-23,MXN,2995.28,StripeConnect
TXN-2024-016065,2024-10-19,MXN,1761.73,MercadoPago
TXN-2024-016066,2024-12-09,MXN,3993.19,Flutterwave
TXN-2024-016067,2024-11-30,MXN,4348.96,MercadoPago
TXN-2024-016068,2024-11-05,BRL,945.1,StripeConnect
TXN-2024-016069,2024-11-20,MXN,3228.6,Flutterwave
TXN-2024-016070,2024-10-28,BRL,1470.67,PayU
TXN-2024-016071,2024-11-08,KES,12874.53,Xendit
TXN-2024-016072,2024-11-08,COP,1459608.41,PayU
TXN-2024-016073,2024-10-11,MXN,2664.65,PayU
TXN-2024-016074,2024-12-29,MXN,3376.35,Flutterwave
TXN-2024-016075,2024-11-22,KES,14042.71,StripeConnect
TXN-2024-016076,2024-10-03,MXN,1153.6,StripeConnect
TXN-2024-016077,2024-10-07,IDR,1664358.44,StripeConnect
TXN-2024-016078,2024-11-22,COP,1224680.08,Xendit
TXN-2024-016079,2024-12-21,MXN,3554.37,StripeConnect
TXN-2024-016080,2024-11-01,COP,767512.34,MercadoPago
TXN-2024-016081,2024-10-18,KES,10480.23,PayU
TXN-2024-016082,2024-11-22,BRL,1370.45,PayU
TXN-2024-016083,2024-11-07,KES,2791.18,Xendit
TXN-2024-016084,2024-11-11,KES,10085.38,MercadoPago
TXN-2024-016085,2024-10-30,IDR,2550507.31,Xendit
TXN-2024-016086,2024-12-06,MXN,2958.34,StripeConnect
TXN-2024-016087,2024-10-12,MXN,4128.82,Xendit
TXN-2024-016088,2024-12-26,KES,4923.27,PayU
TXN-2024-016089,2024-12-16,IDR,1612138.71,Flutterwave
TXN-2024-016090,2024-11-12,COP,1483227.64,MercadoPago
TXN-2024-016091,2024-10-13,BRL,1459.08,Flutterwave
TXN-2024-016092,2024-11-26,MXN,3487.23,PayU
TXN-2024-016093,2024-11-10,COP,1224977.04,Xendit
TXN-2024-016094,2024-10-06,BRL,1474.8,StripeConnect
TXN-2024-016095,2024-12-22,MXN,4658.82,PayU
TXN-2024-016096,2024-12-27,MXN,3688.94,StripeConnect
TXN-2024-016097,2024-11-08,MXN,2692.2,Xendit
TXN-2024-016098,2024-10-27,IDR,2207167.83,MercadoPago
TXN-2024-016099,2024-10-07,BRL,1084.22,Flutterwave
TXN-2024-016100,2024-10-16,MXN,2861.52,MercadoPago
TXN-2024-016101,2024-11-22,IDR,1093145.62,PayU
TXN-2024-016102,2024-12-07,BRL,464.64,StripeConnect
TXN-2024-016103,2024-11-30,KES,13523.35,Flutterwave
TXN-2024-016104,2024-11-02,BRL,1089.61,Flutterwave
TXN-2024-016105,2024-12-09,MXN,4183.25,StripeConnect
TXN-2024-016106,2024-11-09,MXN,2285.59,Xendit
TXN-2024-016107,2024-10-03,IDR,286931.26,Xendit
TXN-2024-016108,2024-12-01,IDR,339788.69,PayU
TXN-2024-016109,2024-10-09,KES,8631.55,PayU
TXN-2024-016110,2024-11-06,KES,11688.57,PayU
TXN-2024-016111,2024-11-02,KES,3678.26,PayU
TXN-2024-016112,2024-11-21,KES,5670.19,PayU
TXN-2024-016113,2024-12-28,KES,14232.81,Flutterwave
TXN-2024-016114,2024-10-22,BRL,1189.45,Flutterwave
TXN-2024-016115,2024-12-20,BRL,945.82,MercadoPago
TXN-2024-016116,2024-10-23,MXN,2531.26,PayU
TXN-2024-016117,2024-10-04,KES,6947.95,PayU
TXN-2024-016118,2024-12-13,MXN,1650.84,Flutterwave
TXN-2024-016119,2024-11-03,BRL,1300.44,PayU
TXN-2024-016120,2024-11-06,MXN,3619.79,PayU
TXN-2024-016121,2024-12-29,MXN,616.31,Flutterwave
TXN-2024-016122,2024-10-26,IDR,1962934.45,Flutterwave
TXN-2024-016123,2024-10-19,COP,710297.31,PayU
TXN-2024-016124,2024-12-22,BRL,1257.96,PayU
TXN-2024-016125,2024-10-04,IDR,2454369.08,Flutterwave
TXN-2024-016126,2024-11-26,IDR,269573.63,StripeConnect
TXN-2024-016127,2024-12-11,IDR,1449413.68,StripeConnect
TXN-2024-016128,2024-12-19,BRL,499.05,Flutterwave
TXN-2024-016129,2024-11-03,IDR,2342947.2,MercadoPago
TXN-2024-016130,2024-11-06,MXN,962.97,MercadoPago
TXN-2024-016131,2024-12-23,BRL,451.46,Flutterwave
TXN-2024-016132,2024-12-11,MXN,1278.8,PayU
TXN-2024-016133,2024-10-16,MXN,4110.46,PayU
TXN-2024-016134,2024-10-20,BRL,1377.83,PayU
TXN-2024-016135,2024-10-26,MXN,1163.39,Xendit
TXN-2024-016136,2024-10-10,IDR,845443.54,Xendit
TXN-2024-016137,2024-10-07,MXN,1182.7,PayU
TXN-2024-016138,2024-10-05,BRL,994.36,PayU
TXN-2024-016139,2024-11-04,MXN,4080.39,Flutterwave
TXN-2024-016140,2024-12-11,COP,357009.42,Xendit
TXN-2024-016141,2024-11-08,KES,7337.24,MercadoPago
TXN-2024-016142,2024-12-30,KES,1052.86,MercadoPago
TXN-2024-016143,2024-12-03,IDR,959184.98,PayU
TXN-2024-016144,2024-12-04,BRL,538.25,MercadoPago
TXN-2024-016145,2024-11-28,MXN,1831.52,MercadoPago
TXN-2024-016146,2024-12-22,BRL,1363.79,StripeConnect
TXN-2024-016147,2024-10-01,KES,6590.02,StripeConnect
TXN-2024-016148,2024-11-09,COP,485066.01,StripeConnect
TXN-2024-016149,2024-11-27,BRL,1101.94,Xendit
TXN-2024-016150,2024-10-12,COP,482086.47,StripeConnect
TXN-2024-016151,2024-12-09,MXN,1128.89,Xendit
TXN-2024-016152,2024-12-23,COP,157466.3,Flutterwave
TXN-2024-016153,2024-12-03,MXN,4359.3,PayU
TXN-2024-016154,2024-10-05,COP,1455039.89,StripeConnect
TXN-2024-016155,2024-12-21,MXN,1548.1,StripeConnect
TXN-2024-016156,2024-12-11,COP,1043837.81,MercadoPago
TXN-2024-016157,2024-11-05,MXN,3539.86,Xendit
TXN-2024-016158,2024-11-08,KES,11520.17,MercadoPago
TXN-2024-016159,2024-10-26,COP,205360.18,Flutterwave
TXN-2024-016160,2024-10-09,COP,185263.06,MercadoPago
TXN-2024-016161,2024-12-02,KES,1031.54,StripeConnect
TXN-2024-016162,2024-12-24,BRL,516.07,MercadoPago
TXN-2024-016163,2024-11-27,COP,708579.65,StripeConnect
TXN-2024-016164,2024-10-21,IDR,1958576.27,MercadoPago
TXN-2024-016165,2024-11-21,MXN,4997.85,StripeConnect
